trait_tissue	trait_desc	trait_seqid	trait_gene_ids	trait_protein_ids	notes_sex	notes_source_id	notes_maker	notes_maker_platform_technology	notes_maker_platform_description	notes_maker_platform_version
Plasma	3-keto-steroid reductase:Cytoplasmic domain	8272-22	ENSG00000132196	P56937	combined	seq.8272.22	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-31 receptor subunit alpha	8273-84	ENSG00000164509	Q8NI17	combined	seq.8273.84	Somalogic	proteomics	SomaScan	7k
Plasma	Syntaxin-7	8274-64	ENSG00000079950	O15400	combined	seq.8274.64	Somalogic	proteomics	SomaScan	7k
Plasma	Platelet endothelial aggregation receptor 1:Extracellular domain	8275-31	ENSG00000187800	Q5VY43	combined	seq.8275.31	Somalogic	proteomics	SomaScan	7k
Plasma	Vitronectin	8280-238	ENSG00000109072	P04004	combined	seq.8280.238	Somalogic	proteomics	SomaScan	7k
Plasma	Pituitary adenylate cyclase-activating polypeptide	8285-64	ENSG00000141433	P18509	combined	seq.8285.64	Somalogic	proteomics	SomaScan	7k
Plasma	CMRF35-like molecule 2	8287-17	ENSG00000186407	Q496F6	combined	seq.8287.17	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-2-glycoprotein 1	8288-27	ENSG00000091583	P02749	combined	seq.8288.27	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane glycoprotein NMB:Extracellular domain	8289-8	ENSG00000136235	Q14956	combined	seq.8289.8	Somalogic	proteomics	SomaScan	7k
Plasma	Noelin-2	8295-16	ENSG00000105088	O95897	combined	seq.8295.16	Somalogic	proteomics	SomaScan	7k
Plasma	KDEL motif-containing protein 2	8296-117	ENSG00000178202	Q7Z4H8	combined	seq.8296.117	Somalogic	proteomics	SomaScan	7k
Plasma	DnaJ homolog subfamily C member 10	8297-8	ENSG00000077232	Q8IXB1	combined	seq.8297.8	Somalogic	proteomics	SomaScan	7k
Plasma	Serine-rich single-pass membrane protein 1	8298-8	ENSG00000165120	Q8WWF3	combined	seq.8298.8	Somalogic	proteomics	SomaScan	7k
Plasma	Leukocyte immunoglobulin-like receptor subfamily A member 4	8299-66	ENSG00000239961|ENSG00000274185|ENSG00000277092|ENSG00000276798	P59901	combined	seq.8299.66	Somalogic	proteomics	SomaScan	7k
Plasma	Peroxisomal membrane protein PEX14:N-term	8300-82	ENSG00000142655	O75381	combined	seq.8300.82	Somalogic	proteomics	SomaScan	7k
Plasma	UPF0160 protein MYG1, mitochondrial	8303-102	ENSG00000139637	Q9HB07	combined	seq.8303.102	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 11B	8304-50	ENSG00000164761	O00300	combined	seq.8304.50	Somalogic	proteomics	SomaScan	7k
Plasma	Extracellular sulfatase Sulf-2	8305-18	ENSG00000196562	Q8IWU5	combined	seq.8305.18	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane gamma-carboxyglutamic acid protein 1:Cytoplasmic domain	8306-54	ENSG00000130962	O14668	combined	seq.8306.54	Somalogic	proteomics	SomaScan	7k
Plasma	UPF0696 protein C11orf68	8307-47	ENSG00000175573	Q9H3H3	combined	seq.8307.47	Somalogic	proteomics	SomaScan	7k
Plasma	Hyaluronidase-1	8309-12	ENSG00000114378	Q12794	combined	seq.8309.12	Somalogic	proteomics	SomaScan	7k
Plasma	UMP-CMP kinase	8312-139	ENSG00000162368	P30085	combined	seq.8312.139	Somalogic	proteomics	SomaScan	7k
Plasma	N-acetylglucosamine-6-sulfatase	8314-71	ENSG00000135677	P15586	combined	seq.8314.71	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-defensin 119	8315-5	ENSG00000180483	Q8N690	combined	seq.8315.5	Somalogic	proteomics	SomaScan	7k
Plasma	Sprouty-related, EVH1 domain-containing protein 1	8318-13	ENSG00000166068	Q7Z699	combined	seq.8318.13	Somalogic	proteomics	SomaScan	7k
Plasma	SAFB-like transcription modulator	8320-5	ENSG00000137776	Q9NWH9	combined	seq.8320.5	Somalogic	proteomics	SomaScan	7k
Plasma	Zinc finger protein 843	8321-27	ENSG00000176723	Q8N446	combined	seq.8321.27	Somalogic	proteomics	SomaScan	7k
Plasma	Trefoil factor 3	8323-163	ENSG00000160180	Q07654	combined	seq.8323.163	Somalogic	proteomics	SomaScan	7k
Plasma	Alcohol dehydrogenase 4	8325-37	ENSG00000198099	P08319	combined	seq.8325.37	Somalogic	proteomics	SomaScan	7k
Plasma	Single Ig IL-1-related receptor	8326-63	ENSG00000185187	Q6IA17	combined	seq.8326.63	Somalogic	proteomics	SomaScan	7k
Plasma	Dipeptidase 2	8327-26	ENSG00000167261	Q9H4A9	combined	seq.8327.26	Somalogic	proteomics	SomaScan	7k
Plasma	Ethanolamine kinase 1	8328-9	ENSG00000139163	Q9HBU6	combined	seq.8328.9	Somalogic	proteomics	SomaScan	7k
Plasma	Cadherin-12:Cytoplasmic domain	8329-166	ENSG00000154162	P55289	combined	seq.8329.166	Somalogic	proteomics	SomaScan	7k
Plasma	Low-density lipoprotein receptor-related protein 11	8330-1	ENSG00000120256	Q86VZ4	combined	seq.8330.1	Somalogic	proteomics	SomaScan	7k
Plasma	T-complex protein 11 homolog	8334-65	ENSG00000124678	Q8WWU5	combined	seq.8334.65	Somalogic	proteomics	SomaScan	7k
Plasma	GRAM domain-containing protein 1C	8336-267	ENSG00000178075	Q8IYS0	combined	seq.8336.267	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor-type tyrosine-protein phosphatase U	8337-65	ENSG00000060656	Q92729	combined	seq.8337.65	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-defensin 110	8340-9	ENSG00000203970	Q30KQ9	combined	seq.8340.9	Somalogic	proteomics	SomaScan	7k
Plasma	Poly(A) polymerase gamma	8343-224	ENSG00000115421	Q9BWT3	combined	seq.8343.224	Somalogic	proteomics	SomaScan	7k
Plasma	Glutathione peroxidase 7	8345-27	ENSG00000116157	Q96SL4	combined	seq.8345.27	Somalogic	proteomics	SomaScan	7k
Plasma	Dipeptidyl peptidase 2	8346-9	ENSG00000176978	Q9UHL4	combined	seq.8346.9	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-defensin 129	8347-222	ENSG00000125903	Q9H1M3	combined	seq.8347.222	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin type-B receptor 2	8348-4	ENSG00000133216	P29323	combined	seq.8348.4	Somalogic	proteomics	SomaScan	7k
Plasma	Serine protease 57	8351-17	ENSG00000185198	Q6UWY2	combined	seq.8351.17	Somalogic	proteomics	SomaScan	7k
Plasma	Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short	8352-26	ENSG00000254521	Q96PQ1	combined	seq.8352.26	Somalogic	proteomics	SomaScan	7k
Plasma	Sodium channel subunit beta-2	8353-15	ENSG00000149575	O60939	combined	seq.8353.15	Somalogic	proteomics	SomaScan	7k
Plasma	Isthmin-1	8355-80	ENSG00000101230	B1AKI9	combined	seq.8355.80	Somalogic	proteomics	SomaScan	7k
Plasma	Oxytocin-neurophysin 1	8356-88	ENSG00000101405	P01178	combined	seq.8356.88	Somalogic	proteomics	SomaScan	7k
Plasma	Sulfotransferase 4A1	8357-43	ENSG00000130540	Q9BR01	combined	seq.8357.43	Somalogic	proteomics	SomaScan	7k
Plasma	Thioredoxin-dependent peroxide reductase, mitochondrial	8358-30	ENSG00000165672	P30048	combined	seq.8358.30	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein kinase 17B	8359-149	ENSG00000081320	O94768	combined	seq.8359.149	Somalogic	proteomics	SomaScan	7k
Plasma	Natural cytotoxicity triggering receptor 1	8360-169	ENSG00000273535|ENSG00000189430|ENSG00000278362|ENSG00000275156	O76036	combined	seq.8360.169	Somalogic	proteomics	SomaScan	7k
Plasma	UPF0577 protein KIAA1324-like	8363-18	ENSG00000164659	A8MWY0	combined	seq.8363.18	Somalogic	proteomics	SomaScan	7k
Plasma	Uronyl 2-sulfotransferase	8364-74	ENSG00000111962	Q9Y2C2	combined	seq.8364.74	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C1orf115	8366-19	ENSG00000162817	Q9H7X2	combined	seq.8366.19	Somalogic	proteomics	SomaScan	7k
Plasma	V-set and immunoglobulin domain-containing protein 1	8367-142	ENSG00000101842	Q86XK7	combined	seq.8367.142	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 1B	8368-102	ENSG00000028137	P20333	combined	seq.8368.102	Somalogic	proteomics	SomaScan	7k
Plasma	Dystroglycan	8369-102	ENSG00000173402	Q14118	combined	seq.8369.102	Somalogic	proteomics	SomaScan	7k
Plasma	Cadherin-related family member 1	8372-29	ENSG00000148600	Q96JP9	combined	seq.8372.29	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 16	8374-5	ENSG00000064300	P08138	combined	seq.8374.5	Somalogic	proteomics	SomaScan	7k
Plasma	Lutropin subunit beta	8376-25	ENSG00000104826	P01229	combined	seq.8376.25	Somalogic	proteomics	SomaScan	7k
Plasma	Protein LDOC1	8378-3	ENSG00000182195	O95751	combined	seq.8378.3	Somalogic	proteomics	SomaScan	7k
Plasma	Protein delta homolog 1:Cytoplasmic domain	8380-244	ENSG00000185559	P80370	combined	seq.8380.244	Somalogic	proteomics	SomaScan	7k
Plasma	MAP kinase-activated protein kinase 5	8382-47	ENSG00000089022	Q8IW41	combined	seq.8382.47	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C11orf94	8383-20	ENSG00000234776	C9JXX5	combined	seq.8383.20	Somalogic	proteomics	SomaScan	7k
Plasma	Hepatocyte growth factor activator	8385-248	ENSG00000109758	Q04756	combined	seq.8385.248	Somalogic	proteomics	SomaScan	7k
Plasma	Prostate and testis expressed protein 1	8386-11	ENSG00000171053	Q8WXA2	combined	seq.8386.11	Somalogic	proteomics	SomaScan	7k
Plasma	Spastin:Cytoplasmic domain	8388-24	ENSG00000021574	Q9UBP0	combined	seq.8388.24	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat-containing protein 74A	8389-8	ENSG00000100565	Q0VAA2	combined	seq.8389.8	Somalogic	proteomics	SomaScan	7k
Plasma	Cytochrome c oxidase subunit 7A1, mitochondrial	8390-25	ENSG00000161281	P24310	combined	seq.8390.25	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-defensin 115	8391-12	ENSG00000215547	Q30KQ5	combined	seq.8391.12	Somalogic	proteomics	SomaScan	7k
Plasma	Cathepsin F	8393-121	ENSG00000174080	Q9UBX1	combined	seq.8393.121	Somalogic	proteomics	SomaScan	7k
Plasma	Non-secretory ribonuclease	8394-56	ENSG00000169385	P10153	combined	seq.8394.56	Somalogic	proteomics	SomaScan	7k
Plasma	Fatty-acid amide hydrolase 2	8396-42	ENSG00000165591	Q6GMR7	combined	seq.8396.42	Somalogic	proteomics	SomaScan	7k
Plasma	Sulfhydryl oxidase 2	8397-147	ENSG00000165661	Q6ZRP7	combined	seq.8397.147	Somalogic	proteomics	SomaScan	7k
Plasma	Retinoic acid receptor responder protein 1	8398-277	ENSG00000118849	P49788	combined	seq.8398.277	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein kinase 17B	8399-6	ENSG00000081320	O94768	combined	seq.8399.6	Somalogic	proteomics	SomaScan	7k
Plasma	Gastrin-releasing peptide	8400-74	ENSG00000134443	P07492	combined	seq.8400.74	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine-like protein 1	8402-22	ENSG00000170891	Q9NRR1	combined	seq.8402.22	Somalogic	proteomics	SomaScan	7k
Plasma	Fatty acid synthase	8403-18	ENSG00000169710	P49327	combined	seq.8403.18	Somalogic	proteomics	SomaScan	7k
Plasma	BolA-like protein 2	8404-102	ENSG00000183336|ENSG00000169627	Q9H3K6	combined	seq.8404.102	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 10:Extracellular domain	8405-108	ENSG00000137845	O14672	combined	seq.8405.108	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor I	8406-17	ENSG00000017427	P05019	combined	seq.8406.17	Somalogic	proteomics	SomaScan	7k
Plasma	Neurogenic locus notch homolog protein 2	8407-84	ENSG00000134250	Q04721	combined	seq.8407.84	Somalogic	proteomics	SomaScan	7k
Plasma	R-spondin-2	8409-3	ENSG00000147655	Q6UXX9	combined	seq.8409.3	Somalogic	proteomics	SomaScan	7k
Plasma	Catenin beta-1	8418-30	ENSG00000168036	P35222	combined	seq.8418.30	Somalogic	proteomics	SomaScan	7k
Plasma	Catenin beta-1	8424-269	ENSG00000168036	P35222	combined	seq.8424.269	Somalogic	proteomics	SomaScan	7k
Plasma	R-spondin-3	8427-118	ENSG00000146374	Q9BXY4	combined	seq.8427.118	Somalogic	proteomics	SomaScan	7k
Plasma	Neurotrimin	8428-102	ENSG00000182667	Q9P121	combined	seq.8428.102	Somalogic	proteomics	SomaScan	7k
Plasma	Axin-2	8429-16	ENSG00000168646	Q9Y2T1	combined	seq.8429.16	Somalogic	proteomics	SomaScan	7k
Plasma	Pituitary adenylate cyclase-activating polypeptide 27	8446-4	ENSG00000141433	P18509	combined	seq.8446.4	Somalogic	proteomics	SomaScan	7k
Plasma	Appetite-regulating hormone	8447-11	ENSG00000157017	Q9UBU3	combined	seq.8447.11	Somalogic	proteomics	SomaScan	7k
Plasma	Pituitary adenylate cyclase-activating polypeptide 38	8450-36	ENSG00000141433	P18509	combined	seq.8450.36	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-synuclein	8458-111	ENSG00000145335	P37840	combined	seq.8458.111	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-synuclein	8458-16	ENSG00000145335	P37840	combined	seq.8458.16	Somalogic	proteomics	SomaScan	7k
Plasma	Bone morphogenetic protein 6	8459-10	ENSG00000153162	P22004	combined	seq.8459.10	Somalogic	proteomics	SomaScan	7k
Plasma	Somatotropin	8462-18	ENSG00000259384	P01241	combined	seq.8462.18	Somalogic	proteomics	SomaScan	7k
Plasma	Extracellular superoxide dismutase [Cu-Zn]	8463-2	ENSG00000109610	P08294	combined	seq.8463.2	Somalogic	proteomics	SomaScan	7k
Plasma	R-spondin-4	8464-31	ENSG00000101282	Q2I0M5	combined	seq.8464.31	Somalogic	proteomics	SomaScan	7k
Plasma	Cathepsin H	8465-52	ENSG00000103811	P09668	combined	seq.8465.52	Somalogic	proteomics	SomaScan	7k
Plasma	Inhibin beta A chain:Inhibin beta B chain heterodimer	8467-9	ENSG00000122641|ENSG00000163083	P08476|P09529	combined	seq.8467.9	Somalogic	proteomics	SomaScan	7k
Plasma	Prostate-specific antigen	8468-19	ENSG00000142515	P07288	combined	seq.8468.19	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 2	8469-41	ENSG00000115457	P18065	combined	seq.8469.41	Somalogic	proteomics	SomaScan	7k
Plasma	Ribonuclease H1	8470-213	ENSG00000171865	O60930	combined	seq.8470.213	Somalogic	proteomics	SomaScan	7k
Plasma	Inactive tyrosine-protein kinase transmembrane receptor ROR1	8474-6	ENSG00000185483	Q01973	combined	seq.8474.6	Somalogic	proteomics	SomaScan	7k
Plasma	Matrilysin	8475-15	ENSG00000137673	P09237	combined	seq.8475.15	Somalogic	proteomics	SomaScan	7k
Plasma	Chromogranin-A	8476-11	ENSG00000276781|ENSG00000100604	P10645	combined	seq.8476.11	Somalogic	proteomics	SomaScan	7k
Plasma	Stromelysin-2	8479-4	ENSG00000166670	P09238	combined	seq.8479.4	Somalogic	proteomics	SomaScan	7k
Plasma	EGF-containing fibulin-like extracellular matrix protein 1	8480-29	ENSG00000115380	Q12805	combined	seq.8480.29	Somalogic	proteomics	SomaScan	7k
Plasma	Leptin	8484-24	ENSG00000174697	P41159	combined	seq.8484.24	Somalogic	proteomics	SomaScan	7k
Plasma	Kelch-like ECH-associated protein 1	8485-7	ENSG00000079999	Q14145	combined	seq.8485.7	Somalogic	proteomics	SomaScan	7k
Plasma	Integrin alpha-IIb: beta-3 complex	8488-33	ENSG00000259207|ENSG00000005961	P05106|P08514	combined	seq.8488.33	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 30	8520-8	ENSG00000134249	Q9UKF2	combined	seq.8520.8	Somalogic	proteomics	SomaScan	7k
Plasma	Immunoglobulin superfamily containing leucine-rich repeat protein 2	8528-74	ENSG00000167178	Q6UXK2	combined	seq.8528.74	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 10B:Death domain	8529-1	ENSG00000120889	O14763	combined	seq.8529.1	Somalogic	proteomics	SomaScan	7k
Plasma	Dermokine	8535-102	ENSG00000161249	Q6E0U4	combined	seq.8535.102	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C17orf78:C-term	8545-14	ENSG00000278145|ENSG00000278505	Q8N4C9	combined	seq.8545.14	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM134B	8556-5	ENSG00000154153	Q9H6L5	combined	seq.8556.5	Somalogic	proteomics	SomaScan	7k
Plasma	Plasmalemma vesicle-associated protein	8565-160	ENSG00000130300	Q9BX97	combined	seq.8565.160	Somalogic	proteomics	SomaScan	7k
Plasma	ADP-ribosylation factor-like protein 8B	8569-147	ENSG00000134108	Q9NVJ2	combined	seq.8569.147	Somalogic	proteomics	SomaScan	7k
Plasma	Serine protease inhibitor Kazal-type 14	8587-21	ENSG00000196800	Q6IE38	combined	seq.8587.21	Somalogic	proteomics	SomaScan	7k
Plasma	CUB domain-containing protein 1	8589-13	ENSG00000163814	Q9H5V8	combined	seq.8589.13	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 9:Cytoplasmic domain	8597-1	ENSG00000116857	Q9P0T7	combined	seq.8597.1	Somalogic	proteomics	SomaScan	7k
Plasma	Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain	8601-167	ENSG00000123384	Q07954	combined	seq.8601.167	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane glycoprotein NMB:Cytoplasmic domain	8606-39	ENSG00000136235	Q14956	combined	seq.8606.39	Somalogic	proteomics	SomaScan	7k
Plasma	Kallikrein-14	8620-56	ENSG00000129437	Q9P0G3	combined	seq.8620.56	Somalogic	proteomics	SomaScan	7k
Plasma	Netrin receptor UNC5D	8624-16	ENSG00000156687	Q6UXZ4	combined	seq.8624.16	Somalogic	proteomics	SomaScan	7k
Plasma	Erythroid membrane-associated protein	8631-13	ENSG00000164010	Q96PL5	combined	seq.8631.13	Somalogic	proteomics	SomaScan	7k
Plasma	E3 ubiquitin-protein ligase RNF128:region 2	8633-18	ENSG00000133135	Q8TEB7	combined	seq.8633.18	Somalogic	proteomics	SomaScan	7k
Plasma	Zona pellucida-binding protein 1	8635-283	ENSG00000042813	Q9BS86	combined	seq.8635.283	Somalogic	proteomics	SomaScan	7k
Plasma	Cathepsin H	8644-46	ENSG00000103811	P09668	combined	seq.8644.46	Somalogic	proteomics	SomaScan	7k
Plasma	Peroxisomal membrane protein PEX14:C-term	8645-257	ENSG00000142655	O75381	combined	seq.8645.257	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Cytoplasmic domain	8646-61	ENSG00000176204	Q86VH4	combined	seq.8646.61	Somalogic	proteomics	SomaScan	7k
Plasma	DnaJ homolog subfamily C member 4:C-term	8653-132	ENSG00000110011	Q9NNZ3	combined	seq.8653.132	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain	8654-13	ENSG00000137845	O14672	combined	seq.8654.13	Somalogic	proteomics	SomaScan	7k
Plasma	Protein G6b:Isoform B, Cytoplasmic domain	8659-68	ENSG00000204420|ENSG00000228090|ENSG00000237459|ENSG00000206396|ENSG00000230060|ENSG00000231003|ENSG00000224393	O95866	combined	seq.8659.68	Somalogic	proteomics	SomaScan	7k
Plasma	Olfactomedin-like protein 3	8660-33	ENSG00000116774	Q9NRN5	combined	seq.8660.33	Somalogic	proteomics	SomaScan	7k
Plasma	Olfactomedin-like protein 3	8660-5	ENSG00000116774	Q9NRN5	combined	seq.8660.5	Somalogic	proteomics	SomaScan	7k
Plasma	Extracellular tyrosine-protein kinase PKDCC	8664-36	ENSG00000162878	Q504Y2	combined	seq.8664.36	Somalogic	proteomics	SomaScan	7k
Plasma	Trafficking protein particle complex subunit 5	8671-378	ENSG00000181029	Q8IUR0	combined	seq.8671.378	Somalogic	proteomics	SomaScan	7k
Plasma	Membrane-associated progesterone receptor component 2:N-term, Isoform 2	8681-93	ENSG00000164040	O15173	combined	seq.8681.93	Somalogic	proteomics	SomaScan	7k
Plasma	Protein Hikeshi	8686-342	ENSG00000149196	Q53FT3	combined	seq.8686.342	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 106B	8687-26	ENSG00000106460	Q9NUM4	combined	seq.8687.26	Somalogic	proteomics	SomaScan	7k
Plasma	Caveolin-3	8690-25	ENSG00000182533	P56539	combined	seq.8690.25	Somalogic	proteomics	SomaScan	7k
Plasma	Galactosylceramide sulfotransferase	8696-15	ENSG00000128242	Q99999	combined	seq.8696.15	Somalogic	proteomics	SomaScan	7k
Plasma	Glypican-1	8697-38	ENSG00000063660	P35052	combined	seq.8697.38	Somalogic	proteomics	SomaScan	7k
Plasma	Cysteine-rich motor neuron 1 protein:Cytoplasmic domain	8699-43	ENSG00000150938	Q9NZV1	combined	seq.8699.43	Somalogic	proteomics	SomaScan	7k
Plasma	Polypeptide N-acetylgalactosaminyltransferase 11	8700-325	ENSG00000178234	Q8NCW6	combined	seq.8700.325	Somalogic	proteomics	SomaScan	7k
Plasma	Osteoclast-associated immunoglobulin-like receptor	8702-42	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	Q8IYS5	combined	seq.8702.42	Somalogic	proteomics	SomaScan	7k
Plasma	HLA class II histocompatibility antigen gamma chain	8748-45	ENSG00000019582	P04233	combined	seq.8748.45	Somalogic	proteomics	SomaScan	7k
Plasma	Antigen-presenting glycoprotein CD1d	8749-194	ENSG00000158473	P15813	combined	seq.8749.194	Somalogic	proteomics	SomaScan	7k
Plasma	Vinculin	8750-46	ENSG00000035403	P18206	combined	seq.8750.46	Somalogic	proteomics	SomaScan	7k
Plasma	Neuromedin-U	8754-5	ENSG00000109255	P48645	combined	seq.8754.5	Somalogic	proteomics	SomaScan	7k
Plasma	Potassium voltage-gated channel subfamily E regulatory beta subunit 5:N-term, opposite side of membrane	8756-41	ENSG00000176076	Q9UJ90	combined	seq.8756.41	Somalogic	proteomics	SomaScan	7k
Plasma	Protocadherin alpha-7	8758-2	ENSG00000204963	Q9UN72	combined	seq.8758.2	Somalogic	proteomics	SomaScan	7k
Plasma	Lactosylceramide 4-alpha-galactosyltransferase	8759-29	ENSG00000128274	Q9NPC4	combined	seq.8759.29	Somalogic	proteomics	SomaScan	7k
Plasma	DCN1-like protein 5	8760-10	ENSG00000137692	Q9BTE7	combined	seq.8760.10	Somalogic	proteomics	SomaScan	7k
Plasma	CD70 antigen	8762-38	ENSG00000125726	P32970	combined	seq.8762.38	Somalogic	proteomics	SomaScan	7k
Plasma	Leukocyte immunoglobulin-like receptor subfamily A member 5	8766-29	ENSG00000275404|ENSG00000187116|ENSG00000274914|ENSG00000278355|ENSG00000274113	A6NI73	combined	seq.8766.29	Somalogic	proteomics	SomaScan	7k
Plasma	Endothelin-converting enzyme 1:Cytoplasmic domain	8767-44	ENSG00000117298	P42892	combined	seq.8767.44	Somalogic	proteomics	SomaScan	7k
Plasma	B-cell lymphoma/leukemia 10	8768-4	ENSG00000142867	O95999	combined	seq.8768.4	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin-B2:Cytoplasmic domain	8772-5	ENSG00000125266	P52799	combined	seq.8772.5	Somalogic	proteomics	SomaScan	7k
Plasma	EMILIN-3:region 1	8773-172	ENSG00000183798	Q9NT22	combined	seq.8773.172	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM24B	8775-61	ENSG00000213185	Q8N5W8	combined	seq.8775.61	Somalogic	proteomics	SomaScan	7k
Plasma	Erlin-1	8776-10	ENSG00000107566	O75477	combined	seq.8776.10	Somalogic	proteomics	SomaScan	7k
Plasma	Noggin	8778-3	ENSG00000183691	Q13253	combined	seq.8778.3	Somalogic	proteomics	SomaScan	7k
Plasma	Protocadherin-10:Cytoplasmic domain	8780-2	ENSG00000138650	Q9P2E7	combined	seq.8780.2	Somalogic	proteomics	SomaScan	7k
Plasma	BRCA1-A complex subunit Abraxas	8784-7	ENSG00000163322	Q6UWZ7	combined	seq.8784.7	Somalogic	proteomics	SomaScan	7k
Plasma	Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5	8785-1	ENSG00000140691	Q96C12	combined	seq.8785.1	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM171B:Extracellular domain	8786-6	ENSG00000144369	Q6P995	combined	seq.8786.6	Somalogic	proteomics	SomaScan	7k
Plasma	Arylsulfatase A	8790-6	ENSG00000100299	P15289	combined	seq.8790.6	Somalogic	proteomics	SomaScan	7k
Plasma	Carbonic anhydrase 5A, mitochondrial	8791-151	ENSG00000174990	P35218	combined	seq.8791.151	Somalogic	proteomics	SomaScan	7k
Plasma	Dipeptidase 1	8794-13	ENSG00000015413	P16444	combined	seq.8794.13	Somalogic	proteomics	SomaScan	7k
Plasma	Transferrin receptor protein 1:Extracellular domain	8795-48	ENSG00000072274	P02786	combined	seq.8795.48	Somalogic	proteomics	SomaScan	7k
Plasma	Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3	8800-14	ENSG00000052841	Q96AE7	combined	seq.8800.14	Somalogic	proteomics	SomaScan	7k
Plasma	Nectin-1, isoform gamma:Cytoplasmic domain	8803-61	ENSG00000110400	Q15223	combined	seq.8803.61	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-1(XX) chain	8804-39	ENSG00000101203	Q9P218	combined	seq.8804.39	Somalogic	proteomics	SomaScan	7k
Plasma	Sorting nexin-1	8807-13	ENSG00000028528	Q13596	combined	seq.8807.13	Somalogic	proteomics	SomaScan	7k
Plasma	Hepatocyte cell adhesion molecule	8810-26	ENSG00000165478	Q14CZ8	combined	seq.8810.26	Somalogic	proteomics	SomaScan	7k
Plasma	BMP and activin membrane-bound inhibitor homolog:Extracellular domain	8811-24	ENSG00000095739	Q13145	combined	seq.8811.24	Somalogic	proteomics	SomaScan	7k
Plasma	Thioredoxin	8813-160	ENSG00000136810	P10599	combined	seq.8813.160	Somalogic	proteomics	SomaScan	7k
Plasma	Proactivator polypeptide-like 1	8814-33	ENSG00000178597	Q6NUJ1	combined	seq.8814.33	Somalogic	proteomics	SomaScan	7k
Plasma	Olfactomedin-like protein 1	8815-1	ENSG00000183801	Q6UWY5	combined	seq.8815.1	Somalogic	proteomics	SomaScan	7k
Plasma	Centromere protein V	8817-29	ENSG00000166582	Q7Z7K6	combined	seq.8817.29	Somalogic	proteomics	SomaScan	7k
Plasma	Interferon gamma receptor 2:Cytoplasmic domain	8818-13	ENSG00000262795|ENSG00000159128	P38484	combined	seq.8818.13	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 2	8819-3	ENSG00000115457	P18065	combined	seq.8819.3	Somalogic	proteomics	SomaScan	7k
Plasma	Paired immunoglobulin-like type 2 receptor alpha	8825-4	ENSG00000085514	Q9UKJ1	combined	seq.8825.4	Somalogic	proteomics	SomaScan	7k
