SeqID	Target_Name	UniProt_BELIEVE	UniProt_Literature	UniProt_Match
seq.6917.49	Leucine-rich repeat-containing protein 3	Q9BY71	Q9BY71	True
seq.6918.183	Cholecystokinin	P06307	P06307	True
seq.6919.3	Hemoglobin subunit zeta	P02008	P02008	True
seq.6920.1	GDNF family receptor alpha-like	Q6UXV0	Q6UXV0	True
seq.6921.24	Beta-1,4-galactosyltransferase 3	O60512	O60512	True
seq.6923.1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	O00469	O00469	True
seq.6925.26	Sorting nexin-8	Q9Y5X2	Q9Y5X2	True
seq.6927.7	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	P52848	P52848	True
seq.6929.10	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	O43173	O43173	True
seq.6930.95	Alpha-2,8-sialyltransferase 8F	P61647	P61647	True
seq.6931.10	Cancer/testis antigen 1	P78358	P78358	True
seq.6932.42	Integrin alpha-5	P08648	P08648	True
seq.6933.20	39S ribosomal protein L34, mitochondrial	Q9BQ48	Q9BQ48	True
seq.6935.123	BMP and activin membrane-bound inhibitor homolog:Cytoplasmic domain	Q13145	Q13145	True
seq.6936.7	Protein TMEPAI	Q969W9	Q969W9	True
seq.6937.251	Uncharacterized protein C1orf43	Q9BWL3	Q9BWL3	True
seq.6938.21	Protocadherin gamma-A12	O60330	O60330	True
seq.6940.18	Junctophilin-1	Q9HDC5	Q9HDC5	True
seq.6941.11	Sulfatase-modifying factor 1	Q8NBK3	Q8NBK3	True
seq.6947.4	Type 2 lactosamine alpha-2,3-sialyltransferase	Q9Y274	Q9Y274	True
seq.6948.82	Polyphosphoinositide phosphatase	Q92562	Q92562	True
seq.6951.26	Acid-sensing ion channel 4	Q96FT7	Q96FT7	True
seq.6955.68	Sorting nexin-1	Q13596	Q13596	True
seq.6957.14	Pancreatic lipase-related protein 2	P54317	P54317	True
seq.6961.14	Insulin growth factor-like family member 3	Q6UXB1	Q6UXB1	True
seq.6962.5	HLA class II histocompatibility antigen, DR beta 3 chain	P79483	P79483	True
seq.6963.82	P-selectin glycoprotein ligand 1:Cytoplasmic domain	Q14242	Q14242	True
seq.6965.19	Contactin-associated protein-like 2	Q9UHC6	Q9UHC6	True
seq.6966.144	Syntaxin-1B	P61266	P61266	True
seq.6969.14	WAP four-disulfide core domain protein 5	Q8TCV5	Q8TCV5	True
seq.6973.111	Insulin-like growth factor II:Isoform 3, Pro-form	P01344	P01344	True
seq.6974.6	HLA class II histocompatibility antigen gamma chain	P04233	P04233	True
seq.6975.52	SNARE-associated protein Snapin	O95295	O95295	True
seq.6984.6	Immunoglobulin superfamily member 8	Q969P0	Q969P0	True
seq.6986.17	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1	Q9Y662	Q9Y662	True
seq.6990.44	Stromal cell-derived factor 2-like protein 1	Q9HCN8	Q9HCN8	True
seq.6991.24	Alpha-(1,3)-fucosyltransferase 9	Q9Y231	Q9Y231	True
seq.6992.67	Hemoglobin subunit delta	P02042	P02042	True
seq.6993.8	5'-Nucleotidase	P21589	P21589	True
seq.6994.19	Uncharacterized protein C3orf18	Q9UK00	Q9UK00	True
seq.6997.32	Ras-related protein Rab-26	Q9ULW5	Q9ULW5	True
seq.6998.106	Aspartyl/asparaginyl beta-hydroxylase	Q12797	Q12797	True
seq.7002.1	Matrix-remodeling-associated protein 8:Cytoplasmic domain	Q9BRK3	Q9BRK3	True
seq.7003.4	Polypeptide N-acetylgalactosaminyltransferase 10	Q86SR1	Q86SR1	True
seq.7006.4	Collagen alpha-1(XXV) chain	Q9BXS0	Q9BXS0	True
seq.7007.24	Trafficking protein particle complex subunit 4	Q9Y296	Q9Y296	True
seq.7008.13	Protein eva-1 homolog C:Cytoplasmic domain	P58658	P58658	True
seq.7009.6	B-cell differentiation antigen CD72	P21854	P21854	True
seq.7009.8	B-cell differentiation antigen CD72	P21854	P21854	True
seq.7011.8	Kv channel-interacting protein 4	Q6PIL6	Q6PIL6	True
seq.7012.35	Vascular non-inflammatory molecule 2	O95498	O95498	True
seq.7015.8	Leukocyte immunoglobulin-like receptor subfamily B member 5	O75023	O75023	True
seq.7016.12	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	Q02742	Q02742	True
seq.7018.10	Ribosome biogenesis protein TSR3 homolog	Q9UJK0	Q9UJK0	True
seq.7019.13	Semaphorin-7A	O75326	O75326	True
seq.7020.13	Carbohydrate sulfotransferase 5	Q9GZS9	Q9GZS9	True
seq.7038.45	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	Q92187	Q92187	True
seq.7045.4	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	Q12983	Q12983	True
seq.7046.6	Uncharacterized protein C20orf173	Q96LM9	Q96LM9	True
seq.7048.4	Carcinoembryonic antigen-related cell adhesion molecule 19	Q7Z692	Q7Z692	True
seq.7049.2	Disintegrin and metalloproteinase domain-containing protein 23	O75077	O75077	True
seq.7050.5	Neuronal growth regulator 1	Q7Z3B1	Q7Z3B1	True
seq.7054.87	C-type lectin domain family 2 member D	Q9UHP7	Q9UHP7	True
seq.7056.16	4F2 cell-surface antigen heavy chain:Extracellular domain	P08195	P08195	True
seq.7059.14	Leukocyte immunoglobulin-like receptor subfamily A member 6	Q6PI73	Q6PI73	True
seq.7060.2	ERO1-like protein alpha	Q96HE7	Q96HE7	True
seq.7064.2	Vesicle-associated membrane protein 8	Q9BV40	Q9BV40	True
seq.7065.1	Protein G6b:Isoform A, Extracellular domain	O95866	O95866	True
seq.7066.199	Protein FAM209B	Q5JX69	Q5JX69	True
seq.7069.9	t-SNARE domain-containing protein 1	Q96NA8	Q96NA8	True
seq.7070.25	Kell blood group glycoprotein	P23276	P23276	True
seq.7071.23	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	Q9UKM7	Q9UKM7	True
seq.7073.69	Uncharacterized protein C22orf15	Q8WYQ4	Q8WYQ4	True
seq.7076.17	Endothelin-converting enzyme-like 1	O95672	O95672	True
seq.7081.2	Butyrophilin subfamily 3 member A1	O00481	O00481	True
seq.7082.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	Q6ZMB0	Q6ZMB0	True
seq.7083.74	Matrilin-4	O95460	O95460	True
seq.7084.1	Draxin	Q8NBI3	Q8NBI3	True
seq.7085.81	Corneodesmosin	Q15517	Q15517	True
seq.7089.42	Synaptotagmin-11	Q9BT88	Q9BT88	True
seq.7090.17	Polypeptide N-acetylgalactosaminyltransferase 1	Q10472	Q10472	True
seq.7092.7	Protein disulfide-isomerase-like protein of the testis	Q8N807	Q8N807	True
seq.7096.30	Regulator of microtubule dynamics protein 1	Q96DB5	Q96DB5	True
seq.7097.8	Testis-specific chromodomain protein Y 1	Q9Y6F8	Q9Y6F8	True
seq.7099.33	Follistatin-related protein 5	Q8N475	Q8N475	True
seq.7100.31	T-cell surface antigen CD2	P06729	P06729	True
seq.7104.71	Calcium-binding protein 7	Q86V35	Q86V35	True
seq.7105.7	CDK5 and ABL1 enzyme substrate 2	Q9BTV7	Q9BTV7	True
seq.7106.37	Oocyte-secreted protein 2	Q86WS3	Q86WS3	True
seq.7108.7	Small integral membrane protein 24	O75264	O75264	True
seq.7110.2	DnaJ homolog subfamily B member 11	Q9UBS4	Q9UBS4	True
seq.7113.1	GrpE protein homolog 1, mitochondrial	Q9HAV7	Q9HAV7	True
seq.7115.5	Semenogelin-1	P04279	P04279	True
seq.7116.31	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Q8IYS5	True
seq.7117.21	Serpin I2	O75830	O75830	True
seq.7118.24	Immunoglobulin superfamily DCC subclass member 3:Extracellular domain	Q8IVU1	Q8IVU1	True
seq.7121.2	Synaptotagmin-7	O43581	O43581	True
seq.7122.31	Leucine-rich repeat-containing G-protein coupled receptor 5	O75473	O75473	True
seq.7123.25	39S ribosomal protein L52, mitochondrial	Q86TS9	Q86TS9	True
seq.7124.18	Interleukin-21	Q9HBE4	Q9HBE4	True
seq.7127.3	Apolipoprotein A-II	P02652	P02652	True
seq.7128.9	von Willebrand factor A domain-containing protein 2	Q5GFL6	Q5GFL6	True
seq.7130.4	Leukocyte-associated immunoglobulin-like receptor 2	Q6ISS4	Q6ISS4	True
seq.7131.207	Internal Use Only: Tenascin	P24821	P24821	True
seq.7131.8	Cholesteryl ester transfer protein	P11597	P11597	True
seq.7132.55	Complement C1q-like protein 4	Q86Z23	Q86Z23	True
seq.7134.14	Bcl-2-like protein 2	Q92843	Q92843	True
seq.7136.107	Hemoglobin subunit epsilon	P02100	P02100	True
seq.7137.8	Mitochondrial peptide methionine sulfoxide reductase	Q9UJ68	Q9UJ68	True
seq.7139.14	SLIT and NTRK-like protein 4	Q8IW52	Q8IW52	True
seq.7140.1	Chymotrypsin-like elastase family member 2A	P08217	P08217	True
seq.7141.21	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	Q9UQ53	Q9UQ53	True
seq.7142.5	Carboxypeptidase N catalytic chain	P15169	P15169	True
seq.7144.234	Kazal-type serine protease inhibitor domain-containing protein 1	Q96I82	Q96I82	True
seq.7145.1	Inter-alpha-trypsin inhibitor heavy chain H3	Q06033	Q06033	True
seq.7146.16	Protein disulfide-isomerase A4	P13667	P13667	True
seq.7146.5	Protein disulfide-isomerase A4	P13667	P13667	True
seq.7147.35	WAP four-disulfide core domain protein 8	Q8IUA0	Q8IUA0	True
seq.7148.42	Protein FAM173A	Q9BQD7	Q9BQD7	True
seq.7152.5	Hepatitis A virus cellular receptor 2	Q8TDQ0	Q8TDQ0	True
seq.7153.66	Neugrin	Q9NPE2	Q9NPE2	True
seq.7154.92	Protein LEG1 homolog	Q6P5S2	Q6P5S2	True
seq.7155.46	C4b-binding protein beta chain	P20851	P20851	True
seq.7156.2	Alpha-(1,3)-fucosyltransferase 10	Q6P4F1	Q6P4F1	True
seq.7157.22	Protocadherin alpha-4	Q9UN74	Q9UN74	True
seq.7161.25	GDH/6PGL endoplasmic bifunctional protein	O95479	O95479	True
seq.7163.26	Extracellular glycoprotein lacritin	Q9GZZ8	Q9GZZ8	True
seq.7167.102	Vesicle-associated membrane protein-associated protein A	Q9P0L0	Q9P0L0	True
seq.7173.141	Transmembrane protein 132C:Extracellular domain	Q8N3T6	Q8N3T6	True
seq.7174.15	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	P28907	P28907	True
seq.7175.4	Protocadherin gamma-A2	Q9Y5H1	Q9Y5H1	True
seq.7178.59	Protein DEPP	Q9NTK1	Q9NTK1	True
seq.7179.69	Neurofascin	O94856	O94856	True
seq.7180.114	Interferon alpha-14	P01570	P01570	True
seq.7181.17	Vesicle-associated membrane protein-associated protein B/C	O95292	O95292	True
seq.7182.1	Liver carboxylesterase 1	P23141	P23141	True
seq.7183.102	Angiopoietin-like protein 8	Q6UXH0	Q6UXH0	True
seq.7184.13	Carcinoembryonic antigen-related cell adhesion molecule 7	Q14002	Q14002	True
seq.7185.29	Platelet glycoprotein V	P40197	P40197	True
seq.7186.111	Syntaxin-3	Q13277	Q13277	True
seq.7187.3	Protein phosphatase 1L	Q5SGD2	Q5SGD2	True
seq.7189.55	Carbohydrate sulfotransferase 3	Q7LGC8	Q7LGC8	True
seq.7190.50	Ephrin type-A receptor 4	P54764	P54764	True
seq.7191.32	Sarcolemmal membrane-associated protein	Q14BN4	Q14BN4	True
seq.7192.37	Interferon lambda receptor 1	Q8IU57	Q8IU57	True
seq.7193.98	Protocadherin alpha-C1	Q9H158	Q9H158	True
seq.7194.36	Neuroplastin	Q9Y639	Q9Y639	True
seq.7195.119	Ephrin type-A receptor 7	Q15375	Q15375	True
seq.7196.21	Interferon omega-1	P05000	P05000	True
seq.7197.2	DnaJ homolog subfamily C member 15	Q9Y5T4	Q9Y5T4	True
seq.7198.197	Glycosaminoglycan xylosylkinase	O75063	O75063	True
seq.7199.3	Synapsin-3	O14994	O14994	True
seq.7200.4	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	Q9ULH4	Q9ULH4	True
seq.7201.5	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	Q9H1K1	Q9H1K1	True
seq.7202.107	Semaphorin-6C	Q9H3T2	Q9H3T2	True
seq.7203.125	Beta-1,3-N-acetylglucosaminyltransferase radical fringe	Q9Y644	Q9Y644	True
seq.7204.1	Carcinoembryonic antigen-related cell adhesion molecule 21	Q3KPI0	Q3KPI0	True
seq.7206.20	Fructose-1,6-bisphosphatase 1	P09467	P09467	True
seq.7207.4	Protein Red	Q13123	Q13123	True
seq.7208.60	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	Q9UBM8	Q9UBM8	True
seq.7210.25	Amyloid-like protein 1	P51693	P51693	True
seq.7211.2	Ribonuclease pancreatic	P07998	P07998	True
seq.7215.18	NADH-cytochrome b5 reductase 3	P00387	P00387	True
seq.7218.87	Sodium/potassium-transporting ATPase subunit beta-2	P14415	P14415	True
seq.7219.152	Internal Use Only: Heat shock 70 kDa protein 1A	P0DMV8	P0DMV8	True
seq.7221.56	Cytoskeleton-associated protein 4	Q07065	Q07065	True
seq.7223.60	Protein S100-A13	Q99584	Q99584	True
seq.7224.11	T-cell receptor-associated transmembrane adapter 1	Q6PIZ9	Q6PIZ9	True
seq.7225.51	Membrane magnesium transporter 1	Q8N4V1	Q8N4V1	True
seq.7227.75	Cochlin	O43405	O43405	True
seq.7228.2	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Q969X2	Q969X2	True
seq.7231.37	Transmembrane protease serine 11A	Q6ZMR5	Q6ZMR5	True
seq.7233.73	P2X purinoceptor 6	O15547	O15547	True
seq.7239.9	Glutathione S-transferase Mu 1	P09488	P09488	True
seq.7240.2	Membrane-bound transcription factor site-1 protease	Q14703	Q14703	True
seq.7241.12	T-cell surface glycoprotein CD3 zeta chain	P20963	P20963	True
seq.7242.14	V-set and transmembrane domain-containing protein 4	Q8IW00	Q8IW00	True
seq.7243.8	Interferon beta	P01574	P01574	True
seq.7244.16	IGF-like family receptor 1	Q9H665	Q9H665	True
seq.7245.2	CUGBP Elav-like family member 2	O95319	O95319	True
seq.7246.4	FRAS1-related extracellular matrix protein 2	Q5SZK8	Q5SZK8	True
seq.7247.1	RAB6-interacting golgin	Q5T7V8	Q5T7V8	True
seq.7249.307	Bcl-2-like protein 10	Q9HD36	Q9HD36	True
seq.7249.37	Bcl-2-like protein 10	Q9HD36	Q9HD36	True
seq.7251.64	Complement C1q tumor necrosis factor-related protein 3	Q9BXJ4	Q9BXJ4	True
seq.7253.6	Protein quaking	Q96PU8	Q96PU8	True
seq.7257.18	Tuberoinfundibular peptide of 39 residues	Q96A98	Q96A98	True
seq.7258.5	Bone marrow proteoglycan	P13727	P13727	True
seq.7262.191	Carbohydrate sulfotransferase 14	Q8NCH0	Q8NCH0	True
seq.7265.32	Osteocrin	P61366	P61366	True
seq.7266.4	Serpin A9	Q86WD7	Q86WD7	True
seq.7267.2	Serine palmitoyltransferase 2	O15270	O15270	True
seq.7268.12	Interferon alpha-4	P05014	P05014	True
seq.7551.33	Leucine-rich repeat-containing protein 32	Q14392	Q14392	True
seq.7624.19	Ankyrin-2	Q01484	Q01484	True
seq.7625.27	14-3-3 protein theta	P27348	P27348	True
seq.7628.40	Cysteine-rich with EGF-like domain protein 1	Q96HD1	Q96HD1	True
seq.7638.30	Vesicular integral-membrane protein VIP36	Q12907	Q12907	True
seq.7648.9	Myosin-binding protein C, slow-type	Q00872	Q00872	True
seq.7655.11	N-terminal pro-BNP	P16860	P16860	True
seq.7660.21	Tropomyosin alpha-4 chain	P67936	P67936	True
seq.7693.13	Tumor necrosis factor receptor superfamily member 10B	O14763	O14763	True
seq.7695.106	Sequestosome-1	Q13501	Q13501	True
seq.7696.3	Next to BRCA1 gene 1 protein	Q14596	Q14596	True
seq.7713.102	Fragile X mental retardation protein 1	Q06787	Q06787	True
seq.7713.50	Fragile X mental retardation protein 1	Q06787	Q06787	True
seq.7717.95	Cystic fibrosis transmembrane conductance regulator	P13569	P13569	True
seq.7721.81	Fragile X mental retardation protein 1	Q06787	Q06787	True
seq.7732.45	Vesicle-associated membrane protein 4	O75379	O75379	True
seq.7735.17	Pigment epithelium-derived factor	P36955	P36955	True
seq.7736.28	Opalin	Q96PE5	Q96PE5	True
seq.7737.76	Integrin beta-6	P18564	P18564	True
seq.7738.299	Syntaxin-2	P32856	P32856	True
seq.7740.33	Fetal and adult testis-expressed transcript protein	Q969F0	Q969F0	True
seq.7741.111	RNA polymerase-associated protein RTF1 homolog	Q92541	Q92541	True
seq.7742.11	RING finger protein 148:region 1	Q8N7C7	Q8N7C7	True
seq.7743.5	Mitochondrial import inner membrane translocase subunit TIM50	Q3ZCQ8	Q3ZCQ8	True
seq.7744.10	Low-density lipoprotein receptor-related protein 12	Q9Y561	Q9Y561	True
seq.7745.3	CDGSH iron-sulfur domain-containing protein 1	Q9NZ45	Q9NZ45	True
seq.7747.47	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	Q9NX14	Q9NX14	True
seq.7748.11	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	P19404	P19404	True
seq.7751.121	Secreted frizzled-related protein 2	Q96HF1	Q96HF1	True
seq.7752.31	C-type lectin domain family 4 member D	Q8WXI8	Q8WXI8	True
seq.7753.21	Oxidoreductase HTATIP2	Q9BUP3	Q9BUP3	True
seq.7754.11	Protein jagged-1:Cytoplasmic domain	P78504	P78504	True
seq.7755.37	Integrin beta-5	P18084	P18084	True
seq.7756.37	Killer cell lectin-like receptor subfamily F member 1	Q9NZS2	Q9NZS2	True
seq.7757.5	HLA class II histocompatibility antigen, DQ alpha 2 chain	P01906	P01906	True
seq.7758.217	RING finger protein 215:Extracellular domain	Q9Y6U7	Q9Y6U7	True
seq.7761.125	Choline/ethanolamine kinase	Q9Y259	Q9Y259	True
seq.7762.30	Stannin	O75324	O75324	True
seq.7763.25	Cadherin-11:Cytoplasmic domain	P55287	P55287	True
seq.7765.15	Integral membrane protein 2A	O43736	O43736	True
seq.7766.25	Zona pellucida sperm-binding protein 4	Q12836	Q12836	True
seq.7767.1	Colipase-like protein 2	Q6UWE3	Q6UWE3	True
seq.7768.10	Carboxypeptidase M	P14384	P14384	True
seq.7769.29	SH3 domain-binding protein 2	P78314	P78314	True
seq.7770.25	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	Q9UMS0	Q9UMS0	True
seq.7773.20	Killer cell immunoglobulin-like receptor 2DL2	P43627	P43627	True
seq.7775.15	Kallikrein-11	Q9UBX7	Q9UBX7	True
seq.7776.20	Netrin receptor UNC5B	Q8IZJ1	Q8IZJ1	True
seq.7778.104	Caspase recruitment domain-containing protein 19	Q96LW7	Q96LW7	True
seq.7779.86	Carbohydrate sulfotransferase 11	Q9NPF2	Q9NPF2	True
seq.7780.34	Marginal zone B- and B1-cell-specific protein	Q8WU39	Q8WU39	True
seq.7784.1	Kininogen-1	P01042	P01042	True
seq.7785.1	Ephrin-B3:Cytoplasmic domain	Q15768	Q15768	True
seq.7786.83	C-type lectin domain family 2 member B	Q92478	Q92478	True
seq.7787.25	Leukocyte immunoglobulin-like receptor subfamily A member 5	A6NI73	A6NI73	True
seq.7788.1	ATP synthase-coupling factor 6, mitochondrial	P18859	P18859	True
seq.7789.182	Peroxiredoxin-4	Q13162	Q13162	True
seq.7790.21	Leukemia inhibitory factor	P15018	P15018	True
seq.7792.58	Coiled-coil domain-containing protein 90B, mitochondrial	Q9GZT6	Q9GZT6	True
seq.7795.14	NKG2-E type II integral membrane protein:Isoform H, Cytoplasmic domain	Q07444	Q07444	True
seq.7796.10	B-cell antigen receptor complex-associated protein alpha chain	P11912	P11912	True
seq.7797.11	Coiled-coil domain-containing protein 167	Q9P0B6	Q9P0B6	True
seq.7799.3	Killer cell immunoglobulin-like receptor 2DL5A	Q8N109	Q8N109	True
seq.7803.4	Carbohydrate sulfotransferase 1	O43916	O43916	True
seq.7805.52	Golgi SNAP receptor complex member 1	O95249	O95249	True
seq.7806.33	Beta-1,4-galactosyltransferase 7	Q9UBV7	Q9UBV7	True
seq.7808.5	D-glucuronyl C5-epimerase	O94923	O94923	True
seq.7809.22	Spermatogenesis-associated protein 9	Q9BWV2	Q9BWV2	True
seq.7810.20	Complement C1q tumor necrosis factor-related protein 5	Q9BXJ0	Q9BXJ0	True
seq.7812.11	Protein S100-A9	P06702	P06702	True
seq.7813.6	Alkaline phosphatase, placental type	P05187	P05187	True
seq.7815.49	Insulin-like growth factor-binding protein-like 1	Q8WX77	Q8WX77	True
seq.7818.101	Guanylate-binding protein 6	Q6ZN66	Q6ZN66	True
seq.7821.6	Nuclear nucleic acid-binding protein C1D	Q13901	Q13901	True
seq.7822.11	HRAS-like suppressor 2	Q9NWW9	Q9NWW9	True
seq.7823.22	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Q9UJ37	Q9UJ37	True
seq.7824.88	Methionine-R-sulfoxide reductase B3	Q8IXL7	Q8IXL7	True
seq.7825.7	Monoacylglycerol lipase ABHD12	Q8N2K0	Q8N2K0	True
seq.7826.1	Serine/threonine-protein kinase DCLK3	Q9C098	Q9C098	True
seq.7827.20	Disintegrin and metalloproteinase domain-containing protein 32	Q8TC27	Q8TC27	True
seq.7831.39	Retinol-binding protein 4	P02753	P02753	True
seq.7832.181	Protein disulfide-isomerase A3	P30101	P30101	True
seq.7835.2	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	O60238	O60238	True
seq.7838.27	Submaxillary gland androgen-regulated protein 3A	Q99954	Q99954	True
seq.7839.99	Protein FAM19A3	Q7Z5A8	Q7Z5A8	True
seq.7840.64	Legumain	Q99538	Q99538	True
seq.7841.84	Endothelial cell-selective adhesion molecule	Q96AP7	Q96AP7	True
seq.7842.52	Small EDRK-rich factor 1	O75920	O75920	True
seq.7846.44	Pregnancy-specific beta-1-glycoprotein 11	Q9UQ72	Q9UQ72	True
seq.7849.3	Glutaminyl-peptide cyclotransferase	Q16769	Q16769	True
seq.7850.1	Cytochrome c oxidase subunit 4 isoform 2, mitochondrial	Q96KJ9	Q96KJ9	True
seq.7851.30	Ankyrin repeat domain-containing protein 46	Q86W74	Q86W74	True
seq.7852.9	Translation initiation factor IF-3, mitochondrial	Q9H2K0	Q9H2K0	True
seq.7853.19	Protein SCO1 homolog, mitochondrial	O75880	O75880	True
seq.7854.38	Natural cytotoxicity triggering receptor 3 ligand 1	Q68D85	Q68D85	True
seq.7856.51	Protein FAM151A	Q8WW52	Q8WW52	True
seq.7857.22	Neurotensin/neuromedin N	P30990	P30990	True
seq.7859.21	Protocadherin gamma-C3	Q9UN70	Q9UN70	True
seq.7860.9	Probable E3 ubiquitin-protein ligase HERC4	Q5GLZ8	Q5GLZ8	True
seq.7861.9	Tyrosine-protein kinase transmembrane receptor ROR2	Q01974	Q01974	True
seq.7863.50	Membrane-associated progesterone receptor component 1	O00264	O00264	True
seq.7864.3	Sialic acid-binding Ig-like lectin 8	Q9NYZ4	Q9NYZ4	True
seq.7865.126	HRAS-like suppressor 3	P53816	P53816	True
seq.7866.11	DnaJ homolog subfamily C member 30	Q96LL9	Q96LL9	True
seq.7867.154	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Q9NSC7	Q9NSC7	True
seq.7870.8	Beta-Ala-His dipeptidase	Q96KN2	Q96KN2	True
seq.7871.16	Transmembrane protein 132A	Q24JP5	Q24JP5	True
seq.7873.32	Testis-specific serine/threonine-protein kinase 2	Q96PF2	Q96PF2	True
seq.7875.86	Pleckstrin	P08567	P08567	True
seq.7878.2	Protein transport protein Sec61 subunit beta	P60468	P60468	True
seq.7879.12	Cytochrome P450 3A4	P08684	P08684	True
seq.7880.9	Proteasome subunit alpha type-1	P25786	P25786	True
seq.7881.244	Mono [ADP-ribose] polymerase PARP16	Q8N5Y8	Q8N5Y8	True
seq.7882.31	SLAM family member 7	Q9NQ25	Q9NQ25	True
seq.7884.15	Discoidin domain-containing receptor 2	Q16832	Q16832	True
seq.7885.17	Complement factor H-related protein 5	Q9BXR6	Q9BXR6	True
seq.7886.26	Serine palmitoyltransferase 1	O15269	O15269	True
seq.7887.57	Cytochrome c oxidase subunit 5B, mitochondrial	P10606	P10606	True
seq.7888.58	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	Q9Y2R0	Q9Y2R0	True
seq.7890.68	Inactive dipeptidyl peptidase 10	Q8N608	Q8N608	True
seq.7891.45	UDP-glucuronosyltransferase 1-6	P19224	P19224	True
seq.7892.132	Protein FAM234B:N-term	A2RU67	A2RU67	True
seq.7893.19	Oxidized low-density lipoprotein receptor 1	P78380	P78380	True
seq.7894.155	Fibroblast growth factor 3	P11487	P11487	True
seq.7895.108	Melanocortin-2 receptor accessory protein	Q8TCY5	Q8TCY5	True
seq.7897.75	Disks large homolog 3	Q92796	Q92796	True
seq.7898.29	Nuclear protein MDM1	Q8TC05	Q8TC05	True
seq.7903.18	Vesicle-associated membrane protein 3	Q15836	Q15836	True
seq.7905.30	Haptoglobin isoform 2	P00738	P00738	True
seq.7909.37	Sex hormone-binding globulin	P04278	P04278	True
seq.7910.41	Leucine-rich repeat and fibronectin type III domain-containing protein 1	Q9P244	Q9P244	True
seq.7911.29	Sodium channel subunit beta-4	Q8IWT1	Q8IWT1	True
seq.7915.31	Amyloid-like protein 2	Q06481	Q06481	True
seq.7916.10	Protein S100-A7	P31151	P31151	True
seq.7917.17	Carboxypeptidase D	O75976	O75976	True
seq.7918.114	Alpha-amylase 1	P04745	P04745	True
seq.7919.278	Protein FAM3D	Q96BQ1	Q96BQ1	True
seq.7920.30	Alpha-2,8-sialyltransferase 8B	Q92186	Q92186	True
seq.7921.65	Four-jointed box protein 1	Q86VR8	Q86VR8	True
seq.7922.5	Adrenomedullin	P35318	P35318	True
seq.7923.41	Semaphorin-4C	Q9C0C4	Q9C0C4	True
seq.7924.7	T-cell surface glycoprotein CD3 gamma chain	P09693	P09693	True
seq.7925.18	Single-pass membrane and coiled-coil domain-containing protein 2	A6NFE2	A6NFE2	True
seq.7926.13	Kunitz-type protease inhibitor 3	P49223	P49223	True
seq.7927.16	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Q9BVH7	Q9BVH7	True
seq.7928.183	Protein-tyrosine sulfotransferase 1	O60507	O60507	True
seq.7930.3	Exosome complex component CSL4	Q9Y3B2	Q9Y3B2	True
seq.7932.23	Synaptotagmin-8	Q8NBV8	Q8NBV8	True
seq.7933.75	Disintegrin and metalloproteinase domain-containing protein 22	Q9P0K1	Q9P0K1	True
seq.7934.11	Protein NDRG4	Q9ULP0	Q9ULP0	True
seq.7935.26	Glycosyltransferase-like protein LARGE1	O95461	O95461	True
seq.7939.1	Putative uncharacterized protein PQLC2L	A1A4F0	A1A4F0	True
seq.7943.16	CUB and zona pellucida-like domain-containing protein 1	Q86UP6	Q86UP6	True
seq.7944.1	Killer cell immunoglobulin-like receptor 3DL3:Extracellular domain	Q8N743	Q8N743	True
seq.7945.10	Semaphorin-6A	Q9H2E6	Q9H2E6	True
seq.7947.19	AP-4 complex accessory subunit tepsin	Q96N21	Q96N21	True
seq.7948.129	Glycolipid transfer protein domain-containing protein 2	A6NH11	A6NH11	True
seq.7950.142	Butyrophilin-like protein 9	Q6UXG8	Q6UXG8	True
seq.7951.146	Fc receptor-like protein 2	Q96LA5	Q96LA5	True
seq.7952.2	Vesicle transport through interaction with t-SNAREs homolog 1A	Q96AJ9	Q96AJ9	True
seq.7953.20	Signaling lymphocytic activation molecule	Q13291	Q13291	True
