SeqID	Target_Name	UniProt_BELIEVE	UniProt_Literature	UniProt_Match
seq.7955.195	Inter-alpha-trypsin inhibitor heavy chain H1	P19827	P19827	True
seq.7956.11	MICOS complex subunit MIC10	Q5TGZ0	Q5TGZ0	True
seq.7957.2	Secretogranin-3	Q8WXD2	Q8WXD2	True
seq.7958.15	Kin of IRRE-like protein 2	Q6UWL6	Q6UWL6	True
seq.7959.34	Cadherin-7	Q9ULB5	Q9ULB5	True
seq.7960.53	POTE ankyrin domain family member G	Q6S5H5	Q6S5H5	True
seq.7962.11	Serine protease inhibitor Kazal-type 8	P0C7L1	P0C7L1	True
seq.7965.25	Hemoglobin subunit theta-1	P09105	P09105	True
seq.7967.38	Putative POTE ankyrin domain family member M	A6NI47	A6NI47	True
seq.7968.15	Cytotoxic and regulatory T-cell molecule	O95727	O95727	True
seq.7969.163	Protein WFDC11	Q8NEX6	Q8NEX6	True
seq.7970.315	Ecto-ADP-ribosyltransferase 3	Q13508	Q13508	True
seq.7975.97	Netrin receptor UNC5A	Q6ZN44	Q6ZN44	True
seq.7976.19	DOMON domain-containing protein FRRS1L	Q9P0K9	Q9P0K9	True
seq.7980.72	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	Q9NY97	Q9NY97	True
seq.7981.230	Beta-1,3-galactosyltransferase 6	Q96L58	Q96L58	True
seq.7982.10	39S ribosomal protein L32, mitochondrial	Q9BYC8	Q9BYC8	True
seq.7983.1	Protocadherin gamma-C5	Q9Y5F6	Q9Y5F6	True
seq.7986.98	N-acetylated-alpha-linked acidic dipeptidase 2	Q9Y3Q0	Q9Y3Q0	True
seq.7989.5	Uncharacterized protein C1orf226	A1L170	A1L170	True
seq.7991.54	IQ domain-containing protein F1	Q8N6M8	Q8N6M8	True
seq.7993.23	Astacin-like metalloendopeptidase	Q6HA08	Q6HA08	True
seq.7994.41	ERO1-like protein beta	Q86YB8	Q86YB8	True
seq.7995.16	von Willebrand factor C domain-containing protein 2-like	B2RUY7	B2RUY7	True
seq.7997.118	Double C2-like domain-containing protein beta	Q14184	Q14184	True
seq.7999.23	Ectonucleoside triphosphate diphosphohydrolase 1	P49961	P49961	True
seq.8000.17	Killer cell immunoglobulin-like receptor 2DL5A	Q8N109	Q8N109	True
seq.8002.27	Transmembrane protease serine 5	Q9H3S3	Q9H3S3	True
seq.8003.57	Leucine-rich repeat LGI family member 3	Q8N145	Q8N145	True
seq.8004.15	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	O14556	O14556	True
seq.8005.1	Matrix-remodeling-associated protein 7	P84157	P84157	True
seq.8006.12	DnaJ homolog subfamily B member 12	Q9NXW2	Q9NXW2	True
seq.8007.19	Cathepsin B	P07858	P07858	True
seq.8008.28	Activator of apoptosis harakiri	O00198	O00198	True
seq.8009.121	Surfeit locus protein 1	Q15526	Q15526	True
seq.8011.96	Iron/zinc purple acid phosphatase-like protein	Q6ZNF0	Q6ZNF0	True
seq.8013.9	VIP36-like protein	Q9H0V9	Q9H0V9	True
seq.8014.359	Glycoprotein endo-alpha-1,2-mannosidase	Q5SRI9	Q5SRI9	True
seq.8016.19	DnaJ homolog subfamily C member 4:N-term	Q9NNZ3	Q9NNZ3	True
seq.8017.23	FAD-dependent oxidoreductase domain-containing protein 1	Q96CU9	Q96CU9	True
seq.8018.43	V-set and immunoglobulin domain-containing protein 2	Q96IQ7	Q96IQ7	True
seq.8019.73	Stathmin-3	Q9NZ72	Q9NZ72	True
seq.8021.59	39S ribosomal protein L14, mitochondrial	Q6P1L8	Q6P1L8	True
seq.8024.64	Protein-tyrosine sulfotransferase 2	O60704	O60704	True
seq.8028.22	Serine protease inhibitor Kazal-type 5	Q9NQ38	Q9NQ38	True
seq.8032.23	Mitochondrial coiled-coil domain protein 1	P59942	P59942	True
seq.8033.1	DnaJ homolog subfamily C member 18	Q9H819	Q9H819	True
seq.8034.6	Dorsal root ganglia homeobox protein	A6NNA5	A6NNA5	True
seq.8035.6	Uncharacterized protein C1orf198	Q9H425	Q9H425	True
seq.8036.75	Follitropin subunit beta	P01225	P01225	True
seq.8037.53	DnaJ homolog subfamily B member 14:Lumenal domain	Q8TBM8	Q8TBM8	True
seq.8038.41	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	Q15738	Q15738	True
seq.8039.41	Protein FAM177A1	Q8N128	Q8N128	True
seq.8040.9	LEM domain-containing protein 1	Q68G75	Q68G75	True
seq.8042.88	Serine protease inhibitor Kazal-type 9	Q5DT21	Q5DT21	True
seq.8043.153	Cartilage oligomeric matrix protein	P49747	P49747	True
seq.8044.90	Glycoprotein Xg	P55808	P55808	True
seq.8045.3	Killer cell immunoglobulin-like receptor 3DL3:Cytoplasmic domain	Q8N743	Q8N743	True
seq.8046.9	Galectin-1	P09382	P09382	True
seq.8048.9	Ferritin, mitochondrial	Q8N4E7	Q8N4E7	True
seq.8051.10	Angiogenic factor with G patch and FHA domains 1	Q8N302	Q8N302	True
seq.8052.115	Neuroligin-1	Q8N2Q7	Q8N2Q7	True
seq.8053.16	DnaJ homolog subfamily B member 14:Cytoplasmic domain	Q8TBM8	Q8TBM8	True
seq.8055.33	Integral membrane protein DGCR2/IDD	P98153	P98153	True
seq.8059.1	Thrombopoietin	P40225	P40225	True
seq.8060.7	Pro-neuregulin-2, membrane-bound isoform	O14511	O14511	True
seq.8061.102	Protein FAM171B:Cytoplasmic domain	Q6P995	Q6P995	True
seq.8062.15	Protein eva-1 homolog B	Q9NVM1	Q9NVM1	True
seq.8064.125	Poliovirus receptor	P15151	P15151	True
seq.8065.245	Prostate and testis expressed protein 4	P0C8F1	P0C8F1	True
seq.8066.38	Synaptotagmin-9	Q86SS6	Q86SS6	True
seq.8067.21	Potassium voltage-gated channel subfamily E member 3	Q9Y6H6	Q9Y6H6	True
seq.8068.43	Uncharacterized family 31 glucosidase KIAA1161:Extracellular domain	Q6NSJ0	Q6NSJ0	True
seq.8069.85	T-cell surface glycoprotein CD3 epsilon chain	P07766	P07766	True
seq.8070.88	Disks large homolog 4	P78352	P78352	True
seq.8071.114	Protocadherin beta-7	Q9Y5E2	Q9Y5E2	True
seq.8073.3	SLAM family member 5	Q9UIB8	Q9UIB8	True
seq.8074.32	Transmembrane protein 70, mitochondrial	Q9BUB7	Q9BUB7	True
seq.8076.4	Sperm acrosome membrane-associated protein 3	Q8IXA5	Q8IXA5	True
seq.8079.39	EP300-interacting inhibitor of differentiation 3	Q8N140	Q8N140	True
seq.8080.24	Prostate-associated microseminoprotein	Q1L6U9	Q1L6U9	True
seq.8081.55	Inactive phospholipase D5	Q8N7P1	Q8N7P1	True
seq.8086.49	Integral membrane protein 2B	Q9Y287	Q9Y287	True
seq.8087.250	E3 ubiquitin-protein ligase RNF13	O43567	O43567	True
seq.8088.56	Type III endosome membrane protein TEMP	Q8IVY1	Q8IVY1	True
seq.8089.173	Nuclear receptor subfamily 4 group A member 1	P22736	P22736	True
seq.8091.16	Mannan-binding lectin serine protease 1:Mannan-binding lectin serine protease 1 heavy chain	P48740	P48740	True
seq.8092.29	Interleukin-6 receptor subunit alpha	P08887	P08887	True
seq.8093.13	Uncharacterized family 31 glucosidase KIAA1161:Cytoplasmic domain	Q6NSJ0	Q6NSJ0	True
seq.8094.20	CDGSH iron-sulfur domain-containing protein 2	Q8N5K1	Q8N5K1	True
seq.8095.213	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	P30405	P30405	True
seq.8097.77	Lipase member N	Q5VXI9	Q5VXI9	True
seq.8098.37	Thromboxane-A synthase	P24557	P24557	True
seq.8099.42	Spondin-2	Q9BUD6	Q9BUD6	True
seq.8100.15	ADM2	Q7Z4H4	Q7Z4H4	True
seq.8102.239	Uncharacterized protein C1orf186	Q6ZWK4	Q6ZWK4	True
seq.8104.21	Interleukin-10 receptor subunit alpha:Extracellular domain	Q13651	Q13651	True
seq.8106.15	Translocon-associated protein subunit alpha	P43307	P43307	True
seq.8107.12	Transmembrane protein 234	Q8WY98	Q8WY98	True
seq.8219.14	Zymogen granule membrane protein 16	O60844	O60844	True
seq.8220.15	Uncharacterized protein C10orf35	Q96D05	Q96D05	True
seq.8221.19	Macrophage migration inhibitory factor	P14174	P14174	True
seq.8222.49	Cadherin-related family member 3	Q6ZTQ4	Q6ZTQ4	True
seq.8225.86	Ephrin type-B receptor 2	P29323	P29323	True
seq.8229.1	Glucoside xylosyltransferase 1	Q4G148	Q4G148	True
seq.8231.122	Vascular endothelial growth factor receptor 1	P17948	P17948	True
seq.8232.90	Junctional adhesion molecule-like	Q86YT9	Q86YT9	True
seq.8233.2	Inter-alpha-trypsin inhibitor heavy chain H5	Q86UX2	Q86UX2	True
seq.8235.48	Secretogranin-1	P05060	P05060	True
seq.8236.8	UPF0729 protein C18orf32	Q8TCD1	Q8TCD1	True
seq.8237.56	Sclerostin domain-containing protein 1	Q6X4U4	Q6X4U4	True
seq.8239.223	Cholinesterase	P06276	P06276	True
seq.8240.207	Transmembrane glycoprotein NMB:Extracellular domain	Q14956	Q14956	True
seq.8242.9	C-type lectin domain family 2 member L	P0C7M8	P0C7M8	True
seq.8243.55	Serine protease inhibitor Kazal-type 1	P00995	P00995	True
seq.8244.16	Alpha-(1,6)-fucosyltransferase	Q9BYC5	Q9BYC5	True
seq.8245.27	Intercellular adhesion molecule 5	Q9UMF0	Q9UMF0	True
seq.8246.9	Proprotein convertase subtilisin/kexin type 9	Q8NBP7	Q8NBP7	True
seq.8248.222	Sialic acid-binding Ig-like lectin 14	Q08ET2	Q08ET2	True
seq.8249.124	ALK tyrosine kinase receptor	Q9UM73	Q9UM73	True
seq.8250.2	Receptor-type tyrosine-protein phosphatase eta	Q12913	Q12913	True
seq.8252.2	Palmitoleoyl-protein carboxylesterase NOTUM	Q6P988	Q6P988	True
seq.8253.2	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	Q8WZA1	Q8WZA1	True
seq.8255.34	Protein MRVI1	Q9Y6F6	Q9Y6F6	True
seq.8257.71	Oxytocin-neurophysin 1	P01178	P01178	True
seq.8258.22	UDP-glucuronic acid decarboxylase 1	Q8NBZ7	Q8NBZ7	True
seq.8261.51	Erythrocyte band 7 integral membrane protein	P27105	P27105	True
seq.8262.20	Apolipoprotein D	P05090	P05090	True
seq.8263.64	TYMS opposite strand protein	Q8TAI1	Q8TAI1	True
seq.8264.43	Delta-like protein 1	O00548	O00548	True
seq.8265.225	Lamina-associated polypeptide 2, isoforms beta/gamma	P42167	P42167	True
seq.8268.98	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1	Q9Y663	Q9Y663	True
seq.8269.327	Arylsulfatase K	Q6UWY0	Q6UWY0	True
seq.8272.22	3-keto-steroid reductase:Cytoplasmic domain	P56937	P56937	True
seq.8273.84	Interleukin-31 receptor subunit alpha	Q8NI17	Q8NI17	True
seq.8274.64	Syntaxin-7	O15400	O15400	True
seq.8275.31	Platelet endothelial aggregation receptor 1:Extracellular domain	Q5VY43	Q5VY43	True
seq.8280.238	Vitronectin	P04004	P04004	True
seq.8285.64	Pituitary adenylate cyclase-activating polypeptide	P18509	P18509	True
seq.8287.17	CMRF35-like molecule 2	Q496F6	Q496F6	True
seq.8288.27	Beta-2-glycoprotein 1	P02749	P02749	True
seq.8289.8	Transmembrane glycoprotein NMB:Extracellular domain	Q14956	Q14956	True
seq.8295.16	Noelin-2	O95897	O95897	True
seq.8296.117	KDEL motif-containing protein 2	Q7Z4H8	Q7Z4H8	True
seq.8297.8	DnaJ homolog subfamily C member 10	Q8IXB1	Q8IXB1	True
seq.8298.8	Serine-rich single-pass membrane protein 1	Q8WWF3	Q8WWF3	True
seq.8299.66	Leukocyte immunoglobulin-like receptor subfamily A member 4	P59901	P59901	True
seq.8300.82	Peroxisomal membrane protein PEX14:N-term	O75381	O75381	True
seq.8303.102	UPF0160 protein MYG1, mitochondrial	Q9HB07	Q9HB07	True
seq.8304.50	Tumor necrosis factor receptor superfamily member 11B	O00300	O00300	True
seq.8305.18	Extracellular sulfatase Sulf-2	Q8IWU5	Q8IWU5	True
seq.8306.54	Transmembrane gamma-carboxyglutamic acid protein 1:Cytoplasmic domain	O14668	O14668	True
seq.8307.47	UPF0696 protein C11orf68	Q9H3H3	Q9H3H3	True
seq.8309.12	Hyaluronidase-1	Q12794	Q12794	True
seq.8312.139	UMP-CMP kinase	P30085	P30085	True
seq.8314.71	N-acetylglucosamine-6-sulfatase	P15586	P15586	True
seq.8315.5	Beta-defensin 119	Q8N690	Q8N690	True
seq.8318.13	Sprouty-related, EVH1 domain-containing protein 1	Q7Z699	Q7Z699	True
seq.8320.5	SAFB-like transcription modulator	Q9NWH9	Q9NWH9	True
seq.8321.27	Zinc finger protein 843	Q8N446	Q8N446	True
seq.8323.163	Trefoil factor 3	Q07654	Q07654	True
seq.8325.37	Alcohol dehydrogenase 4	P08319	P08319	True
seq.8326.63	Single Ig IL-1-related receptor	Q6IA17	Q6IA17	True
seq.8327.26	Dipeptidase 2	Q9H4A9	Q9H4A9	True
seq.8328.9	Ethanolamine kinase 1	Q9HBU6	Q9HBU6	True
seq.8329.166	Cadherin-12:Cytoplasmic domain	P55289	P55289	True
seq.8330.1	Low-density lipoprotein receptor-related protein 11	Q86VZ4	Q86VZ4	True
seq.8334.65	T-complex protein 11 homolog	Q8WWU5	Q8WWU5	True
seq.8336.267	GRAM domain-containing protein 1C	Q8IYS0	Q8IYS0	True
seq.8337.65	Receptor-type tyrosine-protein phosphatase U	Q92729	Q92729	True
seq.8340.9	Beta-defensin 110	Q30KQ9	Q30KQ9	True
seq.8343.224	Poly(A) polymerase gamma	Q9BWT3	Q9BWT3	True
seq.8345.27	Glutathione peroxidase 7	Q96SL4	Q96SL4	True
seq.8346.9	Dipeptidyl peptidase 2	Q9UHL4	Q9UHL4	True
seq.8347.222	Beta-defensin 129	Q9H1M3	Q9H1M3	True
seq.8348.4	Ephrin type-B receptor 2	P29323	P29323	True
seq.8351.17	Serine protease 57	Q6UWY2	Q6UWY2	True
seq.8352.26	Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short	Q96PQ1	Q96PQ1	True
seq.8353.15	Sodium channel subunit beta-2	O60939	O60939	True
seq.8355.80	Isthmin-1	B1AKI9	B1AKI9	True
seq.8356.88	Oxytocin-neurophysin 1	P01178	P01178	True
seq.8357.43	Sulfotransferase 4A1	Q9BR01	Q9BR01	True
seq.8358.30	Thioredoxin-dependent peroxide reductase, mitochondrial	P30048	P30048	True
seq.8359.149	Serine/threonine-protein kinase 17B	O94768	O94768	True
seq.8360.169	Natural cytotoxicity triggering receptor 1	O76036	O76036	True
seq.8363.18	UPF0577 protein KIAA1324-like	A8MWY0	A8MWY0	True
seq.8364.74	Uronyl 2-sulfotransferase	Q9Y2C2	Q9Y2C2	True
seq.8366.19	Uncharacterized protein C1orf115	Q9H7X2	Q9H7X2	True
seq.8367.142	V-set and immunoglobulin domain-containing protein 1	Q86XK7	Q86XK7	True
seq.8368.102	Tumor necrosis factor receptor superfamily member 1B	P20333	P20333	True
seq.8369.102	Dystroglycan	Q14118	Q14118	True
seq.8372.29	Cadherin-related family member 1	Q96JP9	Q96JP9	True
seq.8374.5	Tumor necrosis factor receptor superfamily member 16	P08138	P08138	True
seq.8376.25	Lutropin subunit beta	P01229	P01229	True
seq.8378.3	Protein LDOC1	O95751	O95751	True
seq.8380.244	Protein delta homolog 1:Cytoplasmic domain	P80370	P80370	True
seq.8382.47	MAP kinase-activated protein kinase 5	Q8IW41	Q8IW41	True
seq.8383.20	Uncharacterized protein C11orf94	C9JXX5	C9JXX5	True
seq.8385.248	Hepatocyte growth factor activator	Q04756	Q04756	True
seq.8386.11	Prostate and testis expressed protein 1	Q8WXA2	Q8WXA2	True
seq.8388.24	Spastin:Cytoplasmic domain	Q9UBP0	Q9UBP0	True
seq.8389.8	Leucine-rich repeat-containing protein 74A	Q0VAA2	Q0VAA2	True
seq.8390.25	Cytochrome c oxidase subunit 7A1, mitochondrial	P24310	P24310	True
seq.8391.12	Beta-defensin 115	Q30KQ5	Q30KQ5	True
seq.8393.121	Cathepsin F	Q9UBX1	Q9UBX1	True
seq.8394.56	Non-secretory ribonuclease	P10153	P10153	True
seq.8396.42	Fatty-acid amide hydrolase 2	Q6GMR7	Q6GMR7	True
seq.8397.147	Sulfhydryl oxidase 2	Q6ZRP7	Q6ZRP7	True
seq.8398.277	Retinoic acid receptor responder protein 1	P49788	P49788	True
seq.8399.6	Serine/threonine-protein kinase 17B	O94768	O94768	True
seq.8400.74	Gastrin-releasing peptide	P07492	P07492	True
seq.8402.22	Cytokine-like protein 1	Q9NRR1	Q9NRR1	True
seq.8403.18	Fatty acid synthase	P49327	P49327	True
seq.8404.102	BolA-like protein 2	Q9H3K6	Q9H3K6	True
seq.8405.108	Disintegrin and metalloproteinase domain-containing protein 10:Extracellular domain	O14672	O14672	True
seq.8406.17	Insulin-like growth factor I	P05019	P05019	True
seq.8407.84	Neurogenic locus notch homolog protein 2	Q04721	Q04721	True
seq.8409.3	R-spondin-2	Q6UXX9	Q6UXX9	True
seq.8418.30	Catenin beta-1	P35222	P35222	True
seq.8424.269	Catenin beta-1	P35222	P35222	True
seq.8427.118	R-spondin-3	Q9BXY4	Q9BXY4	True
seq.8428.102	Neurotrimin	Q9P121	Q9P121	True
seq.8429.16	Axin-2	Q9Y2T1	Q9Y2T1	True
seq.8446.4	Pituitary adenylate cyclase-activating polypeptide 27	P18509	P18509	True
seq.8447.11	Appetite-regulating hormone	Q9UBU3	Q9UBU3	True
seq.8450.36	Pituitary adenylate cyclase-activating polypeptide 38	P18509	P18509	True
seq.8458.111	Alpha-synuclein	P37840	P37840	True
seq.8458.16	Alpha-synuclein	P37840	P37840	True
seq.8459.10	Bone morphogenetic protein 6	P22004	P22004	True
seq.8462.18	Somatotropin	P01241	P01241	True
seq.8463.2	Extracellular superoxide dismutase [Cu-Zn]	P08294	P08294	True
seq.8464.31	R-spondin-4	Q2I0M5	Q2I0M5	True
seq.8465.52	Cathepsin H	P09668	P09668	True
seq.8467.9	Inhibin beta A chain:Inhibin beta B chain heterodimer	P08476|P09529	P08476|P09529	True
seq.8468.19	Prostate-specific antigen	P07288	P07288	True
seq.8469.41	Insulin-like growth factor-binding protein 2	P18065	P18065	True
seq.8470.213	Ribonuclease H1	O60930	O60930	True
seq.8474.6	Inactive tyrosine-protein kinase transmembrane receptor ROR1	Q01973	Q01973	True
seq.8475.15	Matrilysin	P09237	P09237	True
seq.8476.11	Chromogranin-A	P10645	P10645	True
seq.8479.4	Stromelysin-2	P09238	P09238	True
seq.8480.29	EGF-containing fibulin-like extracellular matrix protein 1	Q12805	Q12805	True
seq.8484.24	Leptin	P41159	P41159	True
seq.8485.7	Kelch-like ECH-associated protein 1	Q14145	Q14145	True
seq.8488.33	Integrin alpha-IIb: beta-3 complex	P05106|P08514	P05106|P08514	True
seq.8520.8	Disintegrin and metalloproteinase domain-containing protein 30	Q9UKF2	Q9UKF2	True
seq.8528.74	Immunoglobulin superfamily containing leucine-rich repeat protein 2	Q6UXK2	Q6UXK2	True
seq.8529.1	Tumor necrosis factor receptor superfamily member 10B:Death domain	O14763	O14763	True
seq.8535.102	Dermokine	Q6E0U4	Q6E0U4	True
seq.8545.14	Uncharacterized protein C17orf78:C-term	Q8N4C9	Q8N4C9	True
seq.8556.5	Protein FAM134B	Q9H6L5	Q9H6L5	True
seq.8565.160	Plasmalemma vesicle-associated protein	Q9BX97	Q9BX97	True
seq.8569.147	ADP-ribosylation factor-like protein 8B	Q9NVJ2	Q9NVJ2	True
seq.8587.21	Serine protease inhibitor Kazal-type 14	Q6IE38	Q6IE38	True
seq.8589.13	CUB domain-containing protein 1	Q9H5V8	Q9H5V8	True
seq.8597.1	Transmembrane protein 9:Cytoplasmic domain	Q9P0T7	Q9P0T7	True
seq.8601.167	Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain	Q07954	Q07954	True
seq.8606.39	Transmembrane glycoprotein NMB:Cytoplasmic domain	Q14956	Q14956	True
seq.8620.56	Kallikrein-14	Q9P0G3	Q9P0G3	True
seq.8624.16	Netrin receptor UNC5D	Q6UXZ4	Q6UXZ4	True
seq.8631.13	Erythroid membrane-associated protein	Q96PL5	Q96PL5	True
seq.8633.18	E3 ubiquitin-protein ligase RNF128:region 2	Q8TEB7	Q8TEB7	True
seq.8635.283	Zona pellucida-binding protein 1	Q9BS86	Q9BS86	True
seq.8644.46	Cathepsin H	P09668	P09668	True
seq.8645.257	Peroxisomal membrane protein PEX14:C-term	O75381	O75381	True
seq.8646.61	Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Cytoplasmic domain	Q86VH4	Q86VH4	True
seq.8653.132	DnaJ homolog subfamily C member 4:C-term	Q9NNZ3	Q9NNZ3	True
seq.8654.13	Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain	O14672	O14672	True
seq.8659.68	Protein G6b:Isoform B, Cytoplasmic domain	O95866	O95866	True
seq.8660.33	Olfactomedin-like protein 3	Q9NRN5	Q9NRN5	True
seq.8660.5	Olfactomedin-like protein 3	Q9NRN5	Q9NRN5	True
seq.8664.36	Extracellular tyrosine-protein kinase PKDCC	Q504Y2	Q504Y2	True
seq.8671.378	Trafficking protein particle complex subunit 5	Q8IUR0	Q8IUR0	True
seq.8681.93	Membrane-associated progesterone receptor component 2:N-term, Isoform 2	O15173	O15173	True
seq.8686.342	Protein Hikeshi	Q53FT3	Q53FT3	True
seq.8687.26	Transmembrane protein 106B	Q9NUM4	Q9NUM4	True
seq.8690.25	Caveolin-3	P56539	P56539	True
seq.8696.15	Galactosylceramide sulfotransferase	Q99999	Q99999	True
seq.8697.38	Glypican-1	P35052	P35052	True
seq.8699.43	Cysteine-rich motor neuron 1 protein:Cytoplasmic domain	Q9NZV1	Q9NZV1	True
seq.8700.325	Polypeptide N-acetylgalactosaminyltransferase 11	Q8NCW6	Q8NCW6	True
seq.8702.42	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Q8IYS5	True
seq.8748.45	HLA class II histocompatibility antigen gamma chain	P04233	P04233	True
seq.8749.194	Antigen-presenting glycoprotein CD1d	P15813	P15813	True
seq.8750.46	Vinculin	P18206	P18206	True
seq.8754.5	Neuromedin-U	P48645	P48645	True
seq.8756.41	Potassium voltage-gated channel subfamily E regulatory beta subunit 5:N-term, opposite side of membrane	Q9UJ90	Q9UJ90	True
seq.8758.2	Protocadherin alpha-7	Q9UN72	Q9UN72	True
seq.8759.29	Lactosylceramide 4-alpha-galactosyltransferase	Q9NPC4	Q9NPC4	True
seq.8760.10	DCN1-like protein 5	Q9BTE7	Q9BTE7	True
seq.8762.38	CD70 antigen	P32970	P32970	True
seq.8766.29	Leukocyte immunoglobulin-like receptor subfamily A member 5	A6NI73	A6NI73	True
seq.8767.44	Endothelin-converting enzyme 1:Cytoplasmic domain	P42892	P42892	True
seq.8768.4	B-cell lymphoma/leukemia 10	O95999	O95999	True
seq.8772.5	Ephrin-B2:Cytoplasmic domain	P52799	P52799	True
seq.8773.172	EMILIN-3:region 1	Q9NT22	Q9NT22	True
seq.8775.61	Protein FAM24B	Q8N5W8	Q8N5W8	True
seq.8776.10	Erlin-1	O75477	O75477	True
seq.8778.3	Noggin	Q13253	Q13253	True
seq.8780.2	Protocadherin-10:Cytoplasmic domain	Q9P2E7	Q9P2E7	True
seq.8784.7	BRCA1-A complex subunit Abraxas	Q6UWZ7	Q6UWZ7	True
seq.8785.1	Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5	Q96C12	Q96C12	True
seq.8786.6	Protein FAM171B:Extracellular domain	Q6P995	Q6P995	True
seq.8790.6	Arylsulfatase A	P15289	P15289	True
seq.8791.151	Carbonic anhydrase 5A, mitochondrial	P35218	P35218	True
seq.8794.13	Dipeptidase 1	P16444	P16444	True
seq.8795.48	Transferrin receptor protein 1:Extracellular domain	P02786	P02786	True
seq.8800.14	Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3	Q96AE7	Q96AE7	True
seq.8803.61	Nectin-1, isoform gamma:Cytoplasmic domain	Q15223	Q15223	True
seq.8804.39	Collagen alpha-1(XX) chain	Q9P218	Q9P218	True
seq.8807.13	Sorting nexin-1	Q13596	Q13596	True
seq.8810.26	Hepatocyte cell adhesion molecule	Q14CZ8	Q14CZ8	True
seq.8811.24	BMP and activin membrane-bound inhibitor homolog:Extracellular domain	Q13145	Q13145	True
seq.8813.160	Thioredoxin	P10599	P10599	True
seq.8814.33	Proactivator polypeptide-like 1	Q6NUJ1	Q6NUJ1	True
seq.8815.1	Olfactomedin-like protein 1	Q6UWY5	Q6UWY5	True
seq.8817.29	Centromere protein V	Q7Z7K6	Q7Z7K6	True
seq.8818.13	Interferon gamma receptor 2:Cytoplasmic domain	P38484	P38484	True
seq.8819.3	Insulin-like growth factor-binding protein 2	P18065	P18065	True
seq.8825.4	Paired immunoglobulin-like type 2 receptor alpha	Q9UKJ1	Q9UKJ1	True
seq.8828.21	Epithelial splicing regulatory protein 1	Q6NXG1	Q6NXG1	True
seq.8830.29	BRISC complex subunit Abro1	Q15018	Q15018	True
seq.8832.55	Bone marrow stromal antigen 2	Q10589	Q10589	True
seq.8833.20	Tumor necrosis factor ligand superfamily member 10	P50591	P50591	True
seq.8834.58	Calnexin	P27824	P27824	True
seq.8837.8	Microfibrillar-associated protein 3-like	O75121	O75121	True
seq.8838.10	Protein CASC4	Q6P4E1	Q6P4E1	True
